qnum,orig_label,question,prompt,response,total,dem,ind,rep
6,2A,Encountered Paywall — Watch a streaming service,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Mini crossword,27,27,25,29
6,2A,Encountered Paywall — Watch a streaming service,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Sudoku,8,6,11,6
6,2A,Encountered Paywall — Watch a streaming service,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Connections,100,100,101,100
7,2B,"Encountered Paywall — Watch, read, or listen to the news",Do you have a paid New York Times subscription that gives you access to New York Times Games?,Yes,61,68,58,59
7,2B,"Encountered Paywall — Watch, read, or listen to the news",Do you have a paid New York Times subscription that gives you access to New York Times Games?,No,33,29,36,33
7,2B,"Encountered Paywall — Watch, read, or listen to the news",Do you have a paid New York Times subscription that gives you access to New York Times Games?,Not sure,6,3,6,8
7,2B,"Encountered Paywall — Watch, read, or listen to the news",Do you have a paid New York Times subscription that gives you access to New York Times Games?,Totals,100,100,100,100
8,2C,"Encountered Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Do you have a paid subscription that lets you read the New York Times’ news coverage?,"Yes, digitally",42,44,42,41
8,2C,"Encountered Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Do you have a paid subscription that lets you read the New York Times’ news coverage?,"Yes, the print newspaper",47,46,47,49
8,2C,"Encountered Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Do you have a paid subscription that lets you read the New York Times’ news coverage?,"Yes, both",11,11,11,11
8,2C,"Encountered Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Do you have a paid subscription that lets you read the New York Times’ news coverage?,No,100,101,100,101
9,2D,Encountered Paywall — Play a game,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",Yes,42,39,49,37
9,2D,Encountered Paywall — Play a game,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",No,49,49,43,55
9,2D,Encountered Paywall — Play a game,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",Not sure,9,12,8,8
9,2D,Encountered Paywall — Play a game,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",Totals,100,100,100,100
10,2E,Encountered Paywall — Do a crossword puzzle,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",Yes,14,19,11,13
10,2E,Encountered Paywall — Do a crossword puzzle,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",No,74,72,75,75
10,2E,Encountered Paywall — Do a crossword puzzle,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",Not sure,12,9,14,12
10,2E,Encountered Paywall — Do a crossword puzzle,"Have you ever encountered a paywall — that is, a barrier to accessing content with a message indicating you must have a paid subscription to continue —",Totals,100,100,100,100
11,3A,Paid Paywall — Watch a streaming service,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Yes,35,41,30,35
11,3A,Paid Paywall — Watch a streaming service,Have you ever started a paid subscription after encountering a paywall while attempting to...?,No,61,55,65,62
11,3A,Paid Paywall — Watch a streaming service,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Not sure,4,4,5,3
11,3A,Paid Paywall — Watch a streaming service,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Totals,100,100,100,100
12,3B,"Paid Paywall — Watch, read, or listening to the news",Have you ever started a paid subscription after encountering a paywall while attempting to...?,Yes,21,28,17,18
12,3B,"Paid Paywall — Watch, read, or listening to the news",Have you ever started a paid subscription after encountering a paywall while attempting to...?,No,76,68,79,80
12,3B,"Paid Paywall — Watch, read, or listening to the news",Have you ever started a paid subscription after encountering a paywall while attempting to...?,Not sure,4,4,5,2
12,3B,"Paid Paywall — Watch, read, or listening to the news",Have you ever started a paid subscription after encountering a paywall while attempting to...?,Totals,101,100,101,100
13,3C,Paid Paywall — Play a game,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Yes,16,17,15,17
13,3C,Paid Paywall — Play a game,Have you ever started a paid subscription after encountering a paywall while attempting to...?,No,80,81,80,80
13,3C,Paid Paywall — Play a game,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Not sure,3,2,5,3
13,3C,Paid Paywall — Play a game,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Totals,99,100,100,100
14,3D,"Paid Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Have you ever started a paid subscription after encountering a paywall while attempting to...?,Yes,14,16,10,17
14,3D,"Paid Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Have you ever started a paid subscription after encountering a paywall while attempting to...?,No,82,80,86,80
14,3D,"Paid Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Have you ever started a paid subscription after encountering a paywall while attempting to...?,Not sure,4,4,5,4
14,3D,"Paid Paywall — Watch, read, or listen to content from individual creators (such as videos, blogs, or podcasts)",Have you ever started a paid subscription after encountering a paywall while attempting to...?,Totals,100,100,101,101
15,3E,Paid Paywall — Do a crossword puzzle,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Yes,4,6,3,5
15,3E,Paid Paywall — Do a crossword puzzle,Have you ever started a paid subscription after encountering a paywall while attempting to...?,No,93,92,93,93
15,3E,Paid Paywall — Do a crossword puzzle,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Not sure,3,1,4,3
15,3E,Paid Paywall — Do a crossword puzzle,Have you ever started a paid subscription after encountering a paywall while attempting to...?,Totals,100,99,100,101
16,4A,Paid Subscriptions — Streaming services,Do you currently have any paid subscriptions to...?,Yes,64,73,58,62
16,4A,Paid Subscriptions — Streaming services,Do you currently have any paid subscriptions to...?,No,34,25,38,38
16,4A,Paid Subscriptions — Streaming services,Do you currently have any paid subscriptions to...?,Not sure,2,2,4,0
16,4A,Paid Subscriptions — Streaming services,Do you currently have any paid subscriptions to...?,Totals,100,100,100,100
17,4B,Paid Subscriptions — News sources,Do you currently have any paid subscriptions to...?,Yes,19,25,16,18
17,4B,Paid Subscriptions — News sources,Do you currently have any paid subscriptions to...?,No,79,75,81,81
17,4B,Paid Subscriptions — News sources,Do you currently have any paid subscriptions to...?,Not sure,1,0,3,1
17,4B,Paid Subscriptions — News sources,Do you currently have any paid subscriptions to...?,Totals,99,100,100,100
18,4C,Paid Subscriptions — Online games,Do you currently have any paid subscriptions to...?,Yes,18,20,15,18
18,4C,Paid Subscriptions — Online games,Do you currently have any paid subscriptions to...?,No,80,79,81,81
18,4C,Paid Subscriptions — Online games,Do you currently have any paid subscriptions to...?,Not sure,2,0,4,1
18,4C,Paid Subscriptions — Online games,Do you currently have any paid subscriptions to...?,Totals,100,99,100,100
19,4D,"Paid Subscriptions — Individual creators (such as Patreon, Substack, or YouTube Memberships)",Do you currently have any paid subscriptions to...?,Yes,15,21,10,15
19,4D,"Paid Subscriptions — Individual creators (such as Patreon, Substack, or YouTube Memberships)",Do you currently have any paid subscriptions to...?,No,84,78,87,85
19,4D,"Paid Subscriptions — Individual creators (such as Patreon, Substack, or YouTube Memberships)",Do you currently have any paid subscriptions to...?,Not sure,1,0,3,0
19,4D,"Paid Subscriptions — Individual creators (such as Patreon, Substack, or YouTube Memberships)",Do you currently have any paid subscriptions to...?,Totals,100,99,100,100
20,4E,Paid Subscriptions — Crossword puzzles,Do you currently have any paid subscriptions to...?,Yes,6,8,4,4
20,4E,Paid Subscriptions — Crossword puzzles,Do you currently have any paid subscriptions to...?,No,92,90,93,95
20,4E,Paid Subscriptions — Crossword puzzles,Do you currently have any paid subscriptions to...?,Not sure,2,1,3,1
20,4E,Paid Subscriptions — Crossword puzzles,Do you currently have any paid subscriptions to...?,Totals,100,99,100,100
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,29,30,26,31
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,10,12,7,11
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,13,14,14,11
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,5,4,4,6
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,27,20,30,29
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,17,19,19,12
21,5A,Paywall Acceptable — Pornography,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,101,99,100,100
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,6,7,4,7
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,13,14,11,14
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,28,29,29,26
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,10,10,10,10
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,25,23,26,26
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,18,17,19,17
22,5B,Paywall Acceptable — Multiplayer online games,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,100,99,100
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,5,5,4,5
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,13,15,9,18
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,29,29,31,25
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,12,10,10,16
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,24,20,27,23
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,17,20,19,13
23,5C,Paywall Acceptable — Games that regularly receive new content,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,99,100,100
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,5,6,4,5
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,4,6,1,6
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,15,17,14,16
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,12,13,9,17
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,56,53,61,52
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,7,5,11,4
24,5D,Paywall Acceptable — National news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,99,100,100,100
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,5,7,4,4
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,5,6,2,10
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,12,13,13,9
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,12,15,9,12
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,61,56,65,61
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,5,4,8,3
25,5E,Paywall Acceptable — Local news,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,101,101,99
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,4,4,3,4
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,3,4,1,5
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,12,14,12,9
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,18,20,16,18
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,52,45,54,55
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,12,13,14,9
26,5F,Paywall Acceptable — Short-form videos (less than 5 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,101,100,100,100
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,4,4,2,5
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,5,7,3,5
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,25,25,26,25
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,18,19,15,20
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,33,28,36,33
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,15,16,17,11
27,5G,Paywall Acceptable — Medium-length videos (5 to 30 minutes),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,99,99,99
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,4,4,2,5
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,12,14,10,12
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,31,36,29,29
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,13,11,11,16
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,26,21,32,24
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,15,14,17,13
28,5H,Paywall Acceptable — Long-form videos (30 minutes or more),How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,101,100,101,99
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,3,3,3,4
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,9,12,6,9
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,27,29,25,29
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,17,14,20,15
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,28,27,30,27
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,15,14,16,15
29,5I,Paywall Acceptable — Podcasts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,99,99,100,99
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,3,4,3,4
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,4,6,4,4
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,20,24,16,21
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,19,16,19,20
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,39,37,41,38
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,15,14,17,14
30,5J,Paywall Acceptable — Blog posts,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,101,100,101
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,3,3,3,3
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,3,3,2,5
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,15,16,14,16
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,17,15,15,19
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,43,42,47,38
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,19,20,19,19
31,5K,Paywall Acceptable — Games that don’t have an online multiplayer or regular updates,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,99,100,100
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,3,3,2,3
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,3,4,2,4
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,8,9,7,9
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,7,8,6,7
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,72,72,73,71
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,7,4,10,7
32,5L,Paywall Acceptable — Emergency news coverage,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,100,100,101
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,3,3,3,2
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,2,4,1,3
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,13,12,11,16
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,12,16,8,14
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,53,48,57,53
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,17,17,20,12
33,5M,Paywall Acceptable — Mini-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,100,100,100,100
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Always,2,2,3,2
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Usually,5,8,3,6
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Sometimes,18,20,16,19
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Rarely,12,10,11,15
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Never,44,41,46,45
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Not sure,18,19,21,14
34,5N,Paywall Acceptable — Full-sized crossword puzzles,How often do you think it is acceptable for apps and websites to require a paid subscription for...?,Totals,99,100,100,101
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Pips,3,3,3,6
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",None of the above,68,69,68,53
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Wordle,17,25,14,13
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Mini crossword,13,18,11,11
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Sudoku,13,15,9,15
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Connections,9,17,7,4
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Full-size crossword,9,15,7,6
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Spelling Bee,7,11,5,6
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Strands,6,10,5,5
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Tiles,6,8,4,5
35,6,Play New York Times Games,"Which, if any, of the following New York Times games do you ever play? Select all that apply.",Letter Boxed,4,7,3,4
36,7,New York Times Games Subscription,Do you have a paid New York Times subscription that gives you access to New York Times Games?,Yes,7,12,4,5
36,7,New York Times Games Subscription,Do you have a paid New York Times subscription that gives you access to New York Times Games?,No,90,83,92,95
36,7,New York Times Games Subscription,Do you have a paid New York Times subscription that gives you access to New York Times Games?,Not sure,3,4,4,0
36,7,New York Times Games Subscription,Do you have a paid New York Times subscription that gives you access to New York Times Games?,Totals,100,99,100,100
37,8,New York Times News Subscription,Do you have a paid subscription that lets you read the New York Times’ news coverage?,Yes digitally,8,12,7,7
