qnum,orig_label,question,prompt,response,total,dem,ind,rep
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,A lot,37,86,1,25
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,Some,37,2,89,32
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,Total a lot / some,26,12,10,43
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,A little,100,100,100,100
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,Not at all,37,87,1,18
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,Total a little / not at all,37,1,91,22
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,Not sure,26,13,8,60
19,14,Party Plans to Solve Problems in America,How much do you think Kamala Harris cares about the needs and problems of people like you?,Totals,100,101,100,100
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Very liberal,6,6,6,13
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Liberal,100,99,99,101
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Total liberal,39,29,48,40
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Moderate,4,3,6,4
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Conservative,14,3,26,15
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Very conservative,6,9,4,5
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Total conservative,3,4,2,2
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Not sure,1,1,0,1
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Healthcare,7,11,4,9
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Climate change,3,4,2,3
20,15,Most Important Issue in This Year’s Election,Would you say Kamala Harris is..?,Democracy,17,35,5,12
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Yes,40,85,5,30
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,No,45,6,90,45
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Not sure,4,2,2,7
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Not sure,12,7,3,18
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Totals,101,100,100,100
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Kamala Harris,40,90,2,19
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Donald Trump,45,2,96,32
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Both equally,4,3,1,10
21,16A,Which Candidate Would Better Handle Issues — Cost of living,Is Kamala Harris fit to serve as president?,Not sure,12,4,1,39
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Yes,37,81,4,27
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,No,43,6,88,45
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Not sure,6,4,3,10
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Not sure,14,8,5,19
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Totals,100,99,100,101
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Kamala Harris,37,86,1,17
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Donald Trump,43,3,94,31
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Both equally,6,5,2,12
22,16B,Which Candidate Would Better Handle Issues — Crime,Do you think Kamala Harris is up to the challenges facing the U.S.?,Not sure,14,6,4,40
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Become more safe,36,77,4,27
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",No change,47,10,91,50
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Become less safe,5,4,2,7
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Not sure,12,9,3,16
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Totals,100,100,100,100
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Kamala Harris,36,80,1,15
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Donald Trump,47,8,96,48
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Both equally,5,6,1,12
23,16C,Which Candidate Would Better Handle Issues — Immigration,"If Kamala Harris wins the election, will the country become more or less safe?",Not sure,12,7,2,25
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",More freedom,48,89,10,48
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",No change,30,2,70,22
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Less freedom,6,3,7,9
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Not sure,16,5,13,21
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Totals,100,99,100,100
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Kamala Harris,48,95,8,43
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Donald Trump,30,1,71,9
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Both equally,6,2,10,6
24,16D,Which Candidate Would Better Handle Issues — Abortion,"If Kamala Harris wins the election, will Americans have more freedom in their lives or less freedom in their",Not sure,16,2,12,42
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Move forward,23,28,18,16
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",No change,22,27,17,13
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Return to the way it used to be,22,24,19,12
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Not sure,20,24,17,12
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Mainstream,19,21,18,23
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Racist,14,18,11,8
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Pessimistic,5,7,4,2
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",None of the above,6,6,6,9
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Focused,38,74,9,32
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Optimistic,38,74,10,30
25,17,Harris Qualities,"If Kamala Harris wins the election, will America move forward or return to the way it used to be?",Honest,32,68,5,23
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",People like me,36,7,72,35
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",No change,47,86,15,41
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",People who aren’t like me,17,7,13,23
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",Not sure,100,100,100,99
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",Agree,36,6,76,28
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",Disagree,47,91,12,34
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",Not sure,17,3,13,37
26,18A,Agreement with Statements About Harris — The only thing Kamala Harris cares about is herself.,"If Kamala Harris wins the election, who will benefit most: people like you or people who aren’t like you?",Totals,100,100,101,99
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Dishonest,40,86,7,28
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Chaotic,43,4,86,49
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Extreme,17,10,7,23
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Tough,100,100,100,100
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Racist,40,90,3,15
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Weird,43,3,93,49
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Divisive,17,7,4,36
27,18B,Agreement with Statements About Harris — Kamala Harris shares my values.,Which of the following words describe Donald Trump? Select all that apply,Focused,100,100,100,100
28,18C,Agreement with Statements About Harris — Kamala Harris has the mental ability a president needs.,Here are some statements about Donald Trump. Please tell us which you agree or disagree with.,The only thing Donald Trump cares about is himself,53,95,16,47
28,18C,Agreement with Statements About Harris — Kamala Harris has the mental ability a president needs.,Here are some statements about Donald Trump. Please tell us which you agree or disagree with.,Donald Trump shares my values,35,2,74,37
