qnum,orig_label,question,prompt,response,total,dem,ind,rep
6,6,Success Due to Luck (1),"Thinking about your peers, do you think that they are more or less intelligent than you are?",than me,17,19,14,19
6,6,Success Due to Luck (1),"Thinking about your peers, do you think that they are more or less intelligent than you are?",than me,20,25,18,16
6,6,Success Due to Luck (1),"Thinking about your peers, do you think that they are more or less intelligent than you are?",Neither,52,47,53,56
6,6,Success Due to Luck (1),"Thinking about your peers, do you think that they are more or less intelligent than you are?",Don’t know,12,9,15,10
6,6,Success Due to Luck (1),"Thinking about your peers, do you think that they are more or less intelligent than you are?",Totals,101,100,100,101
7,7,Capabilities,Do you think that other people think you are more or less capable than you are?,capable than I am,30,38,23,34
7,7,Capabilities,Do you think that other people think you are more or less capable than you are?,capable than I am,20,19,22,16
7,7,Capabilities,Do you think that other people think you are more or less capable than you are?,Neither,33,32,31,39
7,7,Capabilities,Do you think that other people think you are more or less capable than you are?,Don’t know,17,11,24,11
7,7,Capabilities,Do you think that other people think you are more or less capable than you are?,Totals,100,100,100,100
8,8A,"Imposter Grid — Imposter Grid – Even if I meet 99% of my goals, I still feel like a failure","For each of the following statements, please say whether you think it applies to you:",This applies to me,22,23,25,16
8,8A,"Imposter Grid — Imposter Grid – Even if I meet 99% of my goals, I still feel like a failure","For each of the following statements, please say whether you think it applies to you:",This does not apply to me,67,65,62,79
8,8A,"Imposter Grid — Imposter Grid – Even if I meet 99% of my goals, I still feel like a failure","For each of the following statements, please say whether you think it applies to you:",Don’t know,10,11,13,5
8,8A,"Imposter Grid — Imposter Grid – Even if I meet 99% of my goals, I still feel like a failure","For each of the following statements, please say whether you think it applies to you:",Totals,99,99,100,100
9,8B,Imposter Grid — Imposter Grid – I would prefer to struggle alone rather than ask for help,"For each of the following statements, please say whether you think it applies to you:",This applies to me,46,47,44,48
9,8B,Imposter Grid — Imposter Grid – I would prefer to struggle alone rather than ask for help,"For each of the following statements, please say whether you think it applies to you:",This does not apply to me,43,47,40,46
9,8B,Imposter Grid — Imposter Grid – I would prefer to struggle alone rather than ask for help,"For each of the following statements, please say whether you think it applies to you:",Don’t know,10,6,16,6
9,8B,Imposter Grid — Imposter Grid – I would prefer to struggle alone rather than ask for help,"For each of the following statements, please say whether you think it applies to you:",Totals,99,100,100,100
10,8C,"Imposter Grid — Imposter Grid – If I have to work hard to accomplish something, I feel like I’m not good enough","For each of the following statements, please say whether you think it applies to you:",This applies to me,23,28,22,19
10,8C,"Imposter Grid — Imposter Grid – If I have to work hard to accomplish something, I feel like I’m not good enough","For each of the following statements, please say whether you think it applies to you:",This does not apply to me,65,64,63,71
10,8C,"Imposter Grid — Imposter Grid – If I have to work hard to accomplish something, I feel like I’m not good enough","For each of the following statements, please say whether you think it applies to you:",Don’t know,11,8,15,10
10,8C,"Imposter Grid — Imposter Grid – If I have to work hard to accomplish something, I feel like I’m not good enough","For each of the following statements, please say whether you think it applies to you:",Totals,99,100,100,100
11,8D,"Imposter Grid — Imposter Grid – I wouldn’t speak up and ask a question, because I am afraid of looking unintelligent if I don’t already know",the answer,This applies to me,26,26,25,29
11,8D,"Imposter Grid — Imposter Grid – I wouldn’t speak up and ask a question, because I am afraid of looking unintelligent if I don’t already know",the answer,This does not apply to me,66,68,65,66
11,8D,"Imposter Grid — Imposter Grid – I wouldn’t speak up and ask a question, because I am afraid of looking unintelligent if I don’t already know",the answer,Don’t know,8,6,10,5
11,8D,"Imposter Grid — Imposter Grid – I wouldn’t speak up and ask a question, because I am afraid of looking unintelligent if I don’t already know",the answer,Totals,100,100,100,100
12,8E,Imposter Grid — Imposter Grid – I feel stressed when I am not succeeding in every aspect of my life,"For each of the following statements, please say whether you think it applies to you:",This applies to me,40,39,41,39
12,8E,Imposter Grid — Imposter Grid – I feel stressed when I am not succeeding in every aspect of my life,"For each of the following statements, please say whether you think it applies to you:",This does not apply to me,50,52,45,54
12,8E,Imposter Grid — Imposter Grid – I feel stressed when I am not succeeding in every aspect of my life,"For each of the following statements, please say whether you think it applies to you:",Don’t know,11,9,14,7
12,8E,Imposter Grid — Imposter Grid – I feel stressed when I am not succeeding in every aspect of my life,"For each of the following statements, please say whether you think it applies to you:",Totals,101,100,100,100
