qnum,orig_label,question,prompt,response,total,dem,ind,rep
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",Hazel,7,7,9,4
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",Gray,5,5,4,7
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",Amber,6,8,6,6
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",Other,1,1,1,1
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",Not sure,3,4,3,3
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",No preference,21,18,27,17
6,2,Most Attractive Eye Color,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or",Totals,99,100,100,100
7,3,Would Change Eye Color,Which of the following eye colors do you think the media has a preference for or is biased toward? Select all,Brown,26,30,25,24
7,3,Would Change Eye Color,Which of the following eye colors do you think the media has a preference for or is biased toward? Select all,Blue,66,64,67,67
7,3,Would Change Eye Color,Which of the following eye colors do you think the media has a preference for or is biased toward? Select all,Green,7,6,8,9
7,3,Would Change Eye Color,Which of the following eye colors do you think the media has a preference for or is biased toward? Select all,Hazel,99,100,100,100
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Totals,100,100,100,100
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Brown,7,7,6,5
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Blue,25,25,22,33
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Green,21,27,26,16
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Hazel,14,15,15,7
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Gray,15,14,13,14
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Amber,10,11,8,17
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Other,5,1,7,8
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Not sure,3,0,2,0
8,4,Preferred Eye Color,"Which color would you choose to change your eye color to, if given the option?",Totals,100,100,99,100
9,5,Ever Worn Colored Contacts,Have you ever worn colored contact lenses to alter your eye color?,Yes,22,24,22,20
9,5,Ever Worn Colored Contacts,Have you ever worn colored contact lenses to alter your eye color?,No,77,75,77,78
9,5,Ever Worn Colored Contacts,Have you ever worn colored contact lenses to alter your eye color?,Not sure,2,1,1,2
9,5,Ever Worn Colored Contacts,Have you ever worn colored contact lenses to alter your eye color?,Totals,101,100,100,100
10,6,Media Eye Color Preferences,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or preferences toward people with particular eye",Yes,34,39,30,33
10,6,Media Eye Color Preferences,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or preferences toward people with particular eye",No,41,40,43,40
10,6,Media Eye Color Preferences,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or preferences toward people with particular eye",Not sure,25,21,27,27
10,6,Media Eye Color Preferences,"In your opinion, does the media — such as movies, TV shows, and advertisements — portray any biases or preferences toward people with particular eye",Totals,100,100,100,100
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Brown,18,19,19,14
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Blue,63,58,65,68
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Green,30,40,29,29
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Hazel,15,18,14,8
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Gray,16,23,14,18
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Amber,17,24,12,22
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Other,1,1,2,1
11,7,Media Eye Color Preferences (1),Which of the following eye colors do you think the media has a preference for or is biased toward? Select all that apply.,Not sure,2,1,1,1
