,qnum,orig_label,question,prompt,response,total,dem,ind,rep
32,5,3,Most-Used Elementary School Transportation,Which method of transportation did you take most often to and from middle school?,Other,35,33,34,39
33,5,3,Most-Used Elementary School Transportation,Which method of transportation did you take most often to and from middle school?,Not sure,3,2,3,3
34,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Driving yourself,1,1,1,0
35,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Riding in a carpool,1,2,0,5
36,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Being driven by a household member,2,1,2,4
37,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Riding a school bus,4,4,5,3
38,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Riding on public transportation,23,23,23,23
39,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Walking,45,43,47,46
40,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,"Riding a bike, skateboard, or scooter",7,8,6,7
41,6,4,Middle School Transportation,Which methods of transportation did you regularly take to and from high school? Select all that apply.,Other,38,41,36,37
42,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Driving yourself,0,0,1,0
43,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Riding in a carpool,3,5,1,7
44,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Being driven by a household member,2,1,2,4
45,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Riding a school bus,100,100,102,100
46,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Riding on public transportation,2,1,3,1
47,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Walking,15,15,14,17
48,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,"Riding a bike, skateboard, or scooter",40,39,41,41
49,7,5,Most-Used Middle School Transportation,Which method of transportation did you take most often to and from high school?,Other,4,4,4,6
50,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",Driving yourself,4,8,1,3
51,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",Riding in a carpool,2,2,2,1
52,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",household member,1,1,0,3
53,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",Riding a school bus,2,3,2,7
54,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",transportation,30,26,25,39
55,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",Walking,5,6,5,4
56,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",or scooter,23,22,20,26
57,8,6,High School Transportation,"When going to and from school, how did you feel about your experiences using the following method of",Riding a school bus,40,38,43,38
58,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Yes,2,4,0,1
59,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",No,1,1,1,1
60,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Not sure,2,2,1,3
61,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Not asked - Attended home school or did not attend school,2,3,2,7
62,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Totals,99,99,98,100
63,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Driving yourself,20,14,19,26
64,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Riding in a carpool,2,3,2,2
65,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",household member,9,11,9,8
66,9,7,Most-Used High School Transportation,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Riding a school bus,31,29,34,31
67,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Yes,71,66,74,73
68,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",No,20,24,15,22
69,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Not sure,7,8,10,4
70,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Not asked - Attended home school or did not attend school,0,0,0,0
71,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Hated it,0,0,0,1
72,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Not sure,1,1,1,0
73,10,8A,Feelings on School Transportation — Driving yourself,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or",Totals,99,99,100,100
74,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Loved it,28,29,28,26
75,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Liked it,38,44,32,39
76,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Felt neutral,28,20,34,27
77,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Disliked it,5,6,5,2
78,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Hated it,1,1,0,4
79,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Not sure,1,0,1,2
80,12,8C,Feelings on School Transportation — Being driven by a household member,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Totals,101,100,100,100
81,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Loved it,9,12,8,7
82,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Liked it,25,25,19,31
83,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Felt neutral,29,32,26,29
84,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Disliked it,23,21,27,22
85,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Hated it,13,9,19,10
86,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Not sure,1,1,1,1
87,13,8D,Feelings on School Transportation — Riding a school bus,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Totals,100,100,100,100
88,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Loved it,22,22,19,24
89,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Liked it,33,37,26,39
90,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Felt neutral,32,28,40,27
91,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Disliked it,7,8,8,6
92,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Hated it,5,3,7,4
93,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Not sure,1,2,0,0
94,15,8F,Feelings on School Transportation — Walking,"When going to and from school, how did you feel about your experiences using the following method of transportation?",Totals,100,100,100,100
95,17,9,Bus Availability in Elementary School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at elementary school?",Yes,62,58,64,63
96,17,9,Bus Availability in Elementary School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at elementary school?",No,32,33,30,35
97,17,9,Bus Availability in Elementary School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at elementary school?",Not sure,4,7,4,2
98,17,9,Bus Availability in Elementary School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at elementary school?",attend school,1,2,2,1
99,17,9,Bus Availability in Elementary School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at elementary school?",Totals,99,100,100,101
100,18,10,Bus Availability in Middle School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at middle school?",Yes,63,64,65,60
101,18,10,Bus Availability in Middle School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at middle school?",No,30,31,27,31
102,18,10,Bus Availability in Middle School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at middle school?",Not sure,6,4,5,7
103,18,10,Bus Availability in Middle School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at middle school?",attend school,2,1,2,1
104,18,10,Bus Availability in Middle School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at middle school?",Totals,101,100,99,99
105,19,11,Bus Availability in High School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at high school?",Yes,63,61,66,64
106,19,11,Bus Availability in High School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at high school?",No,28,29,26,30
107,19,11,Bus Availability in High School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at high school?",Not sure,6,6,5,6
108,19,11,Bus Availability in High School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at high school?",attend school,2,4,3,0
109,19,11,Bus Availability in High School,"Regardless of whether or not you ever rode on it, was a school bus generally available to pick you up from or drop you off at high school?",Totals,99,100,100,100
