qnum,orig_label,question,prompt,response,total,dem,ind,rep
8,1H,Importance of Presidential Qualities — Their intelligence,"In general, would you prefer a president who has...?",Held elected office for their entire career,0,0,1,0
8,1H,Importance of Presidential Qualities — Their intelligence,"In general, would you prefer a president who has...?",No preference,2,1,4,0
8,1H,Importance of Presidential Qualities — Their intelligence,"In general, would you prefer a president who has...?",Totals,100,100,100,100
9,1I,Importance of Presidential Qualities — Their respect for the rule of law,"In general, would you prefer a president who has...?",Never worked in the federal government,83,90,76,85
9,1I,Importance of Presidential Qualities — Their respect for the rule of law,"In general, would you prefer a president who has...?",Worked in the federal government for a few years,13,7,17,13
9,1I,Importance of Presidential Qualities — Their respect for the rule of law,"In general, would you prefer a president who has...?",Worked in the federal government for many years,1,1,2,1
9,1I,Importance of Presidential Qualities — Their respect for the rule of law,"In general, would you prefer a president who has...?",Worked in the federal government for their entire career,1,0,3,0
9,1I,Importance of Presidential Qualities — Their respect for the rule of law,"In general, would you prefer a president who has...?",No preference,2,2,2,1
9,1I,Importance of Presidential Qualities — Their respect for the rule of law,"In general, would you prefer a president who has...?",Totals,100,100,100,100
10,1J,Importance of Presidential Qualities — Their ability to unite Americans,"In general, would you prefer a president who is from a...?",Big city,74,82,65,76
10,1J,Importance of Presidential Qualities — Their ability to unite Americans,"In general, would you prefer a president who is from a...?",Small city,22,16,28,20
10,1J,Importance of Presidential Qualities — Their ability to unite Americans,"In general, would you prefer a president who is from a...?",Suburb,2,1,2,2
10,1J,Importance of Presidential Qualities — Their ability to unite Americans,"In general, would you prefer a president who is from a...?",Small town,1,1,1,1
10,1J,Importance of Presidential Qualities — Their ability to unite Americans,"In general, would you prefer a president who is from a...?",Rural area,2,0,5,0
10,1J,Importance of Presidential Qualities — Their ability to unite Americans,"In general, would you prefer a president who is from a...?",No preference,101,100,101,99
11,1K,Importance of Presidential Qualities — Their commitment to democracy,How important to you is this trait in a U.S. president?,Very important,77,90,68,76
11,1K,Importance of Presidential Qualities — Their commitment to democracy,How important to you is this trait in a U.S. president?,Somewhat important,13,6,17,13
11,1K,Importance of Presidential Qualities — Their commitment to democracy,How important to you is this trait in a U.S. president?,Not very important,3,3,2,5
11,1K,Importance of Presidential Qualities — Their commitment to democracy,How important to you is this trait in a U.S. president?,Not at all important,2,0,5,1
11,1K,Importance of Presidential Qualities — Their commitment to democracy,How important to you is this trait in a U.S. president?,Not sure,5,1,7,5
11,1K,Importance of Presidential Qualities — Their commitment to democracy,How important to you is this trait in a U.S. president?,Totals,100,100,99,100
12,1L,Importance of Presidential Qualities — Their positions on economic issues,How important to you is this trait in a U.S. president?,Very important,74,77,68,78
12,1L,Importance of Presidential Qualities — Their positions on economic issues,How important to you is this trait in a U.S. president?,Somewhat important,21,18,23,20
12,1L,Importance of Presidential Qualities — Their positions on economic issues,How important to you is this trait in a U.S. president?,Not very important,3,3,4,1
12,1L,Importance of Presidential Qualities — Their positions on economic issues,How important to you is this trait in a U.S. president?,Not at all important,0,1,0,0
12,1L,Importance of Presidential Qualities — Their positions on economic issues,How important to you is this trait in a U.S. president?,Not sure,3,1,5,1
12,1L,Importance of Presidential Qualities — Their positions on economic issues,How important to you is this trait in a U.S. president?,Totals,101,100,100,100
13,1M,Importance of Presidential Qualities — Their ability to inspire Americans,How important to you is this trait in a U.S. president?,Very important,67,66,56,80
13,1M,Importance of Presidential Qualities — Their ability to inspire Americans,How important to you is this trait in a U.S. president?,Somewhat important,28,30,33,18
13,1M,Importance of Presidential Qualities — Their ability to inspire Americans,How important to you is this trait in a U.S. president?,Not very important,2,2,2,1
13,1M,Importance of Presidential Qualities — Their ability to inspire Americans,How important to you is this trait in a U.S. president?,Not at all important,2,0,4,0
13,1M,Importance of Presidential Qualities — Their ability to inspire Americans,How important to you is this trait in a U.S. president?,Not sure,2,1,5,0
13,1M,Importance of Presidential Qualities — Their ability to inspire Americans,How important to you is this trait in a U.S. president?,Totals,101,99,100,99
14,1N,Importance of Presidential Qualities — Their ability to work with Congress,How important to you is this trait in a U.S. president?,Very important,68,81,60,65
14,1N,Importance of Presidential Qualities — Their ability to work with Congress,How important to you is this trait in a U.S. president?,Somewhat important,25,15,28,30
14,1N,Importance of Presidential Qualities — Their ability to work with Congress,How important to you is this trait in a U.S. president?,Not very important,3,2,3,2
14,1N,Importance of Presidential Qualities — Their ability to work with Congress,How important to you is this trait in a U.S. president?,Not at all important,1,0,1,1
14,1N,Importance of Presidential Qualities — Their ability to work with Congress,How important to you is this trait in a U.S. president?,Not sure,3,1,8,1
14,1N,Importance of Presidential Qualities — Their ability to work with Congress,How important to you is this trait in a U.S. president?,Totals,100,99,100,99
15,1O,Importance of Presidential Qualities — Their willingness to admit mistakes,How important to you is this trait in a U.S. president?,Very important,69,84,64,61
15,1O,Importance of Presidential Qualities — Their willingness to admit mistakes,How important to you is this trait in a U.S. president?,Somewhat important,23,14,24,32
15,1O,Importance of Presidential Qualities — Their willingness to admit mistakes,How important to you is this trait in a U.S. president?,Not very important,3,1,4,4
15,1O,Importance of Presidential Qualities — Their willingness to admit mistakes,How important to you is this trait in a U.S. president?,Not at all important,1,0,2,1
15,1O,Importance of Presidential Qualities — Their willingness to admit mistakes,How important to you is this trait in a U.S. president?,Not sure,4,2,6,2
15,1O,Importance of Presidential Qualities — Their willingness to admit mistakes,How important to you is this trait in a U.S. president?,Totals,100,101,100,100
16,1P,Importance of Presidential Qualities — Their staff selection skills,How important to you is this trait in a U.S. president?,Very important,69,78,61,70
16,1P,Importance of Presidential Qualities — Their staff selection skills,How important to you is this trait in a U.S. president?,Somewhat important,25,19,31,24
16,1P,Importance of Presidential Qualities — Their staff selection skills,How important to you is this trait in a U.S. president?,Not very important,2,2,3,2
16,1P,Importance of Presidential Qualities — Their staff selection skills,How important to you is this trait in a U.S. president?,Not at all important,1,0,1,2
16,1P,Importance of Presidential Qualities — Their staff selection skills,How important to you is this trait in a U.S. president?,Not sure,2,1,3,1
16,1P,Importance of Presidential Qualities — Their staff selection skills,How important to you is this trait in a U.S. president?,Totals,99,100,99,99
17,1Q,Importance of Presidential Qualities — Their positions on social issues,How important to you is this trait in a U.S. president?,Very important,67,83,58,61
17,1Q,Importance of Presidential Qualities — Their positions on social issues,How important to you is this trait in a U.S. president?,Somewhat important,23,13,28,28
17,1Q,Importance of Presidential Qualities — Their positions on social issues,How important to you is this trait in a U.S. president?,Not very important,5,2,5,7
17,1Q,Importance of Presidential Qualities — Their positions on social issues,How important to you is this trait in a U.S. president?,Not at all important,2,1,3,2
17,1Q,Importance of Presidential Qualities — Their positions on social issues,How important to you is this trait in a U.S. president?,Not sure,3,1,6,2
17,1Q,Importance of Presidential Qualities — Their positions on social issues,How important to you is this trait in a U.S. president?,Totals,100,100,100,100
18,1R,Importance of Presidential Qualities — Their relationships with foreign leaders,How important to you is this trait in a U.S. president?,Very important,62,72,53,65
18,1R,Importance of Presidential Qualities — Their relationships with foreign leaders,How important to you is this trait in a U.S. president?,Somewhat important,28,20,32,29
18,1R,Importance of Presidential Qualities — Their relationships with foreign leaders,How important to you is this trait in a U.S. president?,Not very important,5,5,7,2
18,1R,Importance of Presidential Qualities — Their relationships with foreign leaders,How important to you is this trait in a U.S. president?,Not at all important,2,1,2,2
18,1R,Importance of Presidential Qualities — Their relationships with foreign leaders,How important to you is this trait in a U.S. president?,Not sure,3,2,5,1
18,1R,Importance of Presidential Qualities — Their relationships with foreign leaders,How important to you is this trait in a U.S. president?,Totals,100,100,99,99
19,1S,Importance of Presidential Qualities — Their empathy,How important to you is this trait in a U.S. president?,Very important,62,78,61,49
19,1S,Importance of Presidential Qualities — Their empathy,How important to you is this trait in a U.S. president?,Somewhat important,29,19,27,40
19,1S,Importance of Presidential Qualities — Their empathy,How important to you is this trait in a U.S. president?,Not very important,5,2,5,7
19,1S,Importance of Presidential Qualities — Their empathy,How important to you is this trait in a U.S. president?,Not at all important,2,0,4,2
19,1S,Importance of Presidential Qualities — Their empathy,How important to you is this trait in a U.S. president?,Not sure,2,1,3,2
19,1S,Importance of Presidential Qualities — Their empathy,How important to you is this trait in a U.S. president?,Totals,100,100,100,100
20,1T,Importance of Presidential Qualities — Their level of experience,How important to you is this trait in a U.S. president?,Very important,57,66,53,53
20,1T,Importance of Presidential Qualities — Their level of experience,How important to you is this trait in a U.S. president?,Somewhat important,35,29,36,40
20,1T,Importance of Presidential Qualities — Their level of experience,How important to you is this trait in a U.S. president?,Not very important,4,2,7,4
20,1T,Importance of Presidential Qualities — Their level of experience,How important to you is this trait in a U.S. president?,Not at all important,2,3,1,2
20,1T,Importance of Presidential Qualities — Their level of experience,How important to you is this trait in a U.S. president?,Not sure,2,1,3,1
20,1T,Importance of Presidential Qualities — Their level of experience,How important to you is this trait in a U.S. president?,Totals,100,101,100,100
21,1U,Importance of Presidential Qualities — Their criminal record,How important to you is this trait in a U.S. president?,Very important,60,78,57,46
21,1U,Importance of Presidential Qualities — Their criminal record,How important to you is this trait in a U.S. president?,Somewhat important,24,14,24,33
21,1U,Importance of Presidential Qualities — Their criminal record,How important to you is this trait in a U.S. president?,Not very important,8,4,8,12
21,1U,Importance of Presidential Qualities — Their criminal record,How important to you is this trait in a U.S. president?,Not at all important,4,3,5,5
21,1U,Importance of Presidential Qualities — Their criminal record,How important to you is this trait in a U.S. president?,Not sure,4,1,6,3
21,1U,Importance of Presidential Qualities — Their criminal record,How important to you is this trait in a U.S. president?,Totals,100,100,100,99
22,1V,Importance of Presidential Qualities — Their physical health,How important to you is this trait in a U.S. president?,Very important,57,60,46,67
22,1V,Importance of Presidential Qualities — Their physical health,How important to you is this trait in a U.S. president?,Somewhat important,36,34,43,30
22,1V,Importance of Presidential Qualities — Their physical health,How important to you is this trait in a U.S. president?,Not very important,4,4,6,2
22,1V,Importance of Presidential Qualities — Their physical health,How important to you is this trait in a U.S. president?,Not at all important,1,0,3,1
22,1V,Importance of Presidential Qualities — Their physical health,How important to you is this trait in a U.S. president?,Not sure,2,2,3,0
22,1V,Importance of Presidential Qualities — Their physical health,How important to you is this trait in a U.S. president?,Totals,100,100,101,100
23,1W,Importance of Presidential Qualities — Their public speaking ability,How important to you is this trait in a U.S. president?,Very important,55,61,47,60
23,1W,Importance of Presidential Qualities — Their public speaking ability,How important to you is this trait in a U.S. president?,Somewhat important,37,35,39,35
23,1W,Importance of Presidential Qualities — Their public speaking ability,How important to you is this trait in a U.S. president?,Not very important,5,3,7,4
23,1W,Importance of Presidential Qualities — Their public speaking ability,How important to you is this trait in a U.S. president?,Not at all important,2,1,2,1
23,1W,Importance of Presidential Qualities — Their public speaking ability,How important to you is this trait in a U.S. president?,Not sure,2,1,4,0
23,1W,Importance of Presidential Qualities — Their public speaking ability,How important to you is this trait in a U.S. president?,Totals,101,101,99,100
24,1X,Importance of Presidential Qualities — Their educational attainment,How important to you is this trait in a U.S. president?,Very important,43,55,36,40
24,1X,Importance of Presidential Qualities — Their educational attainment,How important to you is this trait in a U.S. president?,Somewhat important,37,35,35,42
24,1X,Importance of Presidential Qualities — Their educational attainment,How important to you is this trait in a U.S. president?,Not very important,11,5,15,13
24,1X,Importance of Presidential Qualities — Their educational attainment,How important to you is this trait in a U.S. president?,Not at all important,4,3,6,3
24,1X,Importance of Presidential Qualities — Their educational attainment,How important to you is this trait in a U.S. president?,Not sure,4,2,8,1
24,1X,Importance of Presidential Qualities — Their educational attainment,How important to you is this trait in a U.S. president?,Totals,99,100,100,99
25,1Y,Importance of Presidential Qualities — Their personal charisma,How important to you is this trait in a U.S. president?,Very important,27,26,22,34
25,1Y,Importance of Presidential Qualities — Their personal charisma,How important to you is this trait in a U.S. president?,Somewhat important,47,49,45,49
25,1Y,Importance of Presidential Qualities — Their personal charisma,How important to you is this trait in a U.S. president?,Not very important,18,18,20,16
25,1Y,Importance of Presidential Qualities — Their personal charisma,How important to you is this trait in a U.S. president?,Not at all important,4,4,6,1
25,1Y,Importance of Presidential Qualities — Their personal charisma,How important to you is this trait in a U.S. president?,Not sure,4,4,8,1
25,1Y,Importance of Presidential Qualities — Their personal charisma,How important to you is this trait in a U.S. president?,Totals,100,101,101,101
26,1Z,Importance of Presidential Qualities — Their age,How important to you is this trait in a U.S. president?,Very important,22,29,22,16
26,1Z,Importance of Presidential Qualities — Their age,How important to you is this trait in a U.S. president?,Somewhat important,49,52,45,51
26,1Z,Importance of Presidential Qualities — Their age,How important to you is this trait in a U.S. president?,Not very important,19,13,18,25
26,1Z,Importance of Presidential Qualities — Their age,How important to you is this trait in a U.S. president?,Not at all important,6,4,7,7
26,1Z,Importance of Presidential Qualities — Their age,How important to you is this trait in a U.S. president?,Not sure,4,2,8,1
26,1Z,Importance of Presidential Qualities — Their age,How important to you is this trait in a U.S. president?,Totals,100,100,100,100
27,2,President Preference: Gender,"In general, would you prefer a president who is...?",A man,27,9,18,55
27,2,President Preference: Gender,"In general, would you prefer a president who is...?",A woman,9,19,9,1
27,2,President Preference: Gender,"In general, would you prefer a president who is...?",No preference,64,72,73,44
27,2,President Preference: Gender,"In general, would you prefer a president who is...?",Totals,100,100,100,100
28,3,President Preference: Marital Status,"In general, would you prefer a president who is...?",Married,31,24,24,48
28,3,President Preference: Marital Status,"In general, would you prefer a president who is...?",Not married,2,2,4,0
28,3,President Preference: Marital Status,"In general, would you prefer a president who is...?",No preference,66,74,72,52
28,3,President Preference: Marital Status,"In general, would you prefer a president who is...?",Totals,99,100,100,100
29,4,President Preference: Parenthood,"In general, would you prefer a president who is...?",A parent,36,32,30,48
29,4,President Preference: Parenthood,"In general, would you prefer a president who is...?",Not a parent,1,2,2,0
29,4,President Preference: Parenthood,"In general, would you prefer a president who is...?",No preference,62,66,69,51
29,4,President Preference: Parenthood,"In general, would you prefer a president who is...?",Totals,99,100,101,99
30,5,President Preference: Pets,"In general, would you prefer a president who is...?",A pet owner,32,38,30,27
30,5,President Preference: Pets,"In general, would you prefer a president who is...?",Not a pet owner,2,1,2,1
30,5,President Preference: Pets,"In general, would you prefer a president who is...?",No preference,67,60,68,72
30,5,President Preference: Pets,"In general, would you prefer a president who is...?",Totals,101,99,100,100
31,6,President Preference: Region,"In general, would you prefer a president who is from the...?",Northeast,4,6,4,3
31,6,President Preference: Region,"In general, would you prefer a president who is from the...?",Midwest,7,5,6,8
31,6,President Preference: Region,"In general, would you prefer a president who is from the...?",South,5,3,4,8
31,6,President Preference: Region,"In general, would you prefer a president who is from the...?",West,3,6,3,1
31,6,President Preference: Region,"In general, would you prefer a president who is from the...?",No preference,81,80,83,80
31,6,President Preference: Region,"In general, would you prefer a president who is from the...?",Totals,100,100,100,100
32,7,President Preference: Age,"In general, would you prefer a president who is...?",-,20,28,24,9
32,7,President Preference: Age,"In general, would you prefer a president who is...?",-,45,56,41,40
32,7,President Preference: Age,"In general, would you prefer a president who is...?",-,8,3,5,15
32,7,President Preference: Age,"In general, would you prefer a president who is...?",Older than,1,0,1,1
32,7,President Preference: Age,"In general, would you prefer a president who is...?",No preference,26,13,29,35
32,7,President Preference: Age,"In general, would you prefer a president who is...?",Totals,100,100,100,100
33,8,President Preference: Experience,"In general, would you prefer a president who has...?",Never held elected office,9,3,11,14
33,8,President Preference: Experience,"In general, would you prefer a president who has...?",few years,30,33,30,29
33,8,President Preference: Experience,"In general, would you prefer a president who has...?",many years,22,37,18,14
33,8,President Preference: Experience,"In general, would you prefer a president who has...?",their entire career,6,8,5,4
33,8,President Preference: Experience,"In general, would you prefer a president who has...?",No preference,32,19,36,39
33,8,President Preference: Experience,"In general, would you prefer a president who has...?",Totals,99,100,100,100
34,9,President Preference: Federal Experience,"In general, would you prefer a president who has...?",entire career,6,6,7,10
34,9,President Preference: Federal Experience,"In general, would you prefer a president who has...?",No preference,34,33,34,33
34,9,President Preference: Federal Experience,"In general, would you prefer a president who has...?",Totals,100,100,100,100
34,9,President Preference: Federal Experience,"In general, would you prefer a president who has...?",federal government,14,4,14,24
34,9,President Preference: Federal Experience,"In general, would you prefer a president who has...?",years,23,27,23,19
34,9,President Preference: Federal Experience,"In general, would you prefer a president who has...?",years,23,37,19,14
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",Big city,8,12,5,7
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",Small city,3,4,4,3
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",Suburb,3,3,3,3
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",Small town,4,1,4,4
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",Rural area,4,1,4,6
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",No preference,78,79,80,75
35,10,President Preference: Urbanity,"In general, would you prefer a president who is from a...?",Totals,100,100,100,98
