qnum,orig_label,question,prompt,response,total,dem,ind,rep
26,7E,Cost of Transportation Methods — Riding on a train,"Compared to other methods of transportation, how would you describe the financial cost of regularly using the following where you live?",Moderate cost,36,38.0,34.0,35.0
26,7E,Cost of Transportation Methods — Riding on a train,"Compared to other methods of transportation, how would you describe the financial cost of regularly using the following where you live?",Low cost,16,19.0,17.0,13.0
26,7E,Cost of Transportation Methods — Riding on a train,"Compared to other methods of transportation, how would you describe the financial cost of regularly using the following where you live?",Not sure,32,25.0,37.0,33.0
26,7E,Cost of Transportation Methods — Riding on a train,"Compared to other methods of transportation, how would you describe the financial cost of regularly using the following where you live?",Totals,100,100.0,100.0,99.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],surroundings,52,49.0,55.0,47.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],newspaper,2,4.0,1.0,6.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Send text messages,15,15.0,15.0,27.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Sing,10,10.0,11.0,9.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Sleep,1,2.0,1.0,3.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Talk on the phone,22,21.0,24.0,36.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Talk to people with you,27,26.0,28.0,29.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Think or reflect,43,41.0,46.0,38.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Watch videos,6,7.0,4.0,10.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],None of the above,9,7.0,10.0,8.0
27,8,Tasks While in Transportation – Walking,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Walking],Eat,6,6.0,6.0,6.0
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],surroundings,36,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],newspaper,23,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Send text messages,33,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Sing,4,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Sleep,19,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Talk on the phone,22,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Talk to people with you,23,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Think or reflect,32,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Watch videos,25,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],None of the above,3,,,
28,12,Tasks While in Transportation – Riding on a bus,Which of the following do you regularly do while using the following method of transportation to go somewhere? Select all that apply. [Riding on a bus],Eat,12,,,
29,13A,Transportation Etiquette — Applying makeup,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always appropriate,10,11.0,12.0,7.0
29,13A,Transportation Etiquette — Applying makeup,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually appropriate,33,33.0,35.0,30.0
29,13A,Transportation Etiquette — Applying makeup,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually inappropriate,23,25.0,18.0,25.0
29,13A,Transportation Etiquette — Applying makeup,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always inappropriate,15,15.0,9.0,22.0
29,13A,Transportation Etiquette — Applying makeup,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Not sure,20,16.0,26.0,16.0
29,13A,Transportation Etiquette — Applying makeup,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Totals,101,100.0,100.0,100.0
30,13B,Transportation Etiquette — Bringing a bicycle or scooter,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always appropriate,13,13.0,16.0,9.0
30,13B,Transportation Etiquette — Bringing a bicycle or scooter,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually appropriate,35,36.0,32.0,38.0
30,13B,Transportation Etiquette — Bringing a bicycle or scooter,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually inappropriate,19,22.0,16.0,18.0
30,13B,Transportation Etiquette — Bringing a bicycle or scooter,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always inappropriate,13,10.0,12.0,17.0
30,13B,Transportation Etiquette — Bringing a bicycle or scooter,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Not sure,20,20.0,24.0,17.0
30,13B,Transportation Etiquette — Bringing a bicycle or scooter,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Totals,100,101.0,100.0,99.0
31,13C,Transportation Etiquette — Drinking alcohol,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always appropriate,4,4.0,3.0,5.0
31,13C,Transportation Etiquette — Drinking alcohol,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually appropriate,7,8.0,7.0,7.0
31,13C,Transportation Etiquette — Drinking alcohol,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually inappropriate,17,17.0,17.0,16.0
31,13C,Transportation Etiquette — Drinking alcohol,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always inappropriate,63,65.0,59.0,65.0
31,13C,Transportation Etiquette — Drinking alcohol,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Not sure,9,5.0,14.0,7.0
31,13C,Transportation Etiquette — Drinking alcohol,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Totals,100,99.0,100.0,100.0
32,13D,Transportation Etiquette — Eating food with a strong smell,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always appropriate,5,5.0,5.0,5.0
32,13D,Transportation Etiquette — Eating food with a strong smell,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually appropriate,10,13.0,9.0,9.0
32,13D,Transportation Etiquette — Eating food with a strong smell,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually inappropriate,30,30.0,28.0,31.0
32,13D,Transportation Etiquette — Eating food with a strong smell,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always inappropriate,44,44.0,43.0,46.0
32,13D,Transportation Etiquette — Eating food with a strong smell,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Not sure,11,8.0,16.0,9.0
32,13D,Transportation Etiquette — Eating food with a strong smell,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Totals,100,100.0,101.0,100.0
33,13E,Transportation Etiquette — Playing music without headphones,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always appropriate,7,9.0,4.0,9.0
33,13E,Transportation Etiquette — Playing music without headphones,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually appropriate,9,11.0,7.0,11.0
33,13E,Transportation Etiquette — Playing music without headphones,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Usually inappropriate,21,21.0,26.0,18.0
33,13E,Transportation Etiquette — Playing music without headphones,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Always inappropriate,55,56.0,53.0,57.0
33,13E,Transportation Etiquette — Playing music without headphones,Do you personally think it is appropriate or inappropriate for passengers to do the following while riding on public transportation such as buses and trains?,Not sure,7,3.0,11.0,6.0
