,qnum,orig_label,question,prompt,response,total,dem,ind,rep
29,5,1E,Favorability of Groups — AARP,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,22,27,20,19
30,5,1E,Favorability of Groups — AARP,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,31,24,35,33
31,5,1E,Favorability of Groups — AARP,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,6,2,5,11
32,5,1E,Favorability of Groups — AARP,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,5,1,5,8
33,5,1E,Favorability of Groups — AARP,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,12,8,17,10
34,5,1E,Favorability of Groups — AARP,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,100,99,99
35,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,23,47,20,6
36,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,19,29,21,7
37,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,17,14,20,17
38,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,11,3,11,16
39,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,28,5,27,52
40,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,1,1,2,2
41,6,1F,Favorability of Groups — Black Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,99,99,101,100
42,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,22,18,10,39
43,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,17,12,18,19
44,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,22,27,24,14
45,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,8,12,9,4
46,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,13,18,16,4
47,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,19,14,23,20
48,7,1G,Favorability of Groups — Blue Lives Matter,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,101,101,100,100
49,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,19,27,14,17
50,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,24,27,22,22
51,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,23,21,26,21
52,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,14,11,16,13
53,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,14,5,15,20
54,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,7,8,7,6
55,8,1H,Favorability of Groups — People for the Ethical Treatment of Animals (PETA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,101,99,100,99
56,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,18,5,12,37
57,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,18,8,19,25
58,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,23,19,26,23
59,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,12,17,11,8
60,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,25,50,24,3
61,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,5,2,9,4
62,9,1I,Favorability of Groups — The National Rifle Association (NRA),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,101,101,101,100
63,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,13,21,10,8
64,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,16,20,16,12
65,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,22,19,24,23
66,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,7,3,6,11
67,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,9,3,10,13
68,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,33,34,33,33
69,10,1J,Favorability of Groups — The Anti-Defamation League,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,100,99,100
70,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,11,14,5,15
71,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,14,11,10,21
72,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,19,11,23,23
73,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,4,4,4,4
74,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,14,26,14,3
75,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,38,34,44,35
76,11,1K,Favorability of Groups — Moms for Liberty,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,100,100,101
77,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,5,9,5,2
78,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,6,10,5,2
79,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,17,25,15,13
80,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,7,6,8,8
81,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,37,20,35,54
82,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,28,30,31,21
83,12,1L,Favorability of Groups — Antifa,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,100,99,100
84,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,3,3,1,5
85,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,4,2,3,6
86,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,18,8,21,23
87,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,8,3,8,12
88,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,44,68,43,24
89,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,23,16,23,30
90,13,1M,Favorability of Groups — The Proud Boys,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,100,99,100
91,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,2,2,0,3
92,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,3,3,2,3
93,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,11,6,16,11
94,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,5,2,5,8
95,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,54,63,53,48
96,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,25,25,23,27
97,14,1N,Favorability of Groups — The Aryan Brotherhood,Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,101,99,100
98,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very favorable,1,1,0,2
99,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat favorable,1,1,1,1
100,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,unfavorable,7,5,6,10
101,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Somewhat unfavorable,5,3,8,4
102,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Very unfavorable,82,86,80,79
103,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,I’m not familiar with this,4,3,5,3
104,15,1O,Favorability of Groups — The Ku Klux Klan (KKK),Do you have a favorable or an unfavorable opinion of the following groups or movements?,Totals,100,99,100,99
